CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
H8WI07096,"ENGEBRETSON, MARGARET RUTH",C,1,DEM,181.44,0.0,2834.63,0.0,6858.97,4205.78,0.0,0.0,0.0,0.0,0.0,0.0,150.0,WI,7,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8WI07104,"EWERT, BRIAN",C,1,DEM,21.68,0.0,7327.78,0.0,7306.1,0.0,0.0,0.0,0.0,6307.78,0.0,0.0,0.0,WI,7,,,,,,0.0,0.0,03/27/2019,0.0,0.0
H0WI07051,"DUFFY, SEAN",I,2,REP,735337.09,278912.25,825590.94,0.0,1787473.59,1697219.74,0.0,0.0,0.0,0.0,0.0,0.0,235701.21,WI,7,,,,,,305295.0,0.0,03/31/2020,172332.48,18600.0
H0WI07101,"TIFFANY, TOM",I,2,REP,1353818.72,0.0,1125175.49,0.0,0.0,228643.23,0.0,0.0,0.0,0.0,0.0,0.0,1155823.26,WI,7,,,,,,162637.77,6000.0,04/22/2020,5600.0,0.0
H0WI07119,"OPELA, MICHAEL PAUL MR. SR.",C,2,REP,6971.0,0.0,6714.0,0.0,0.0,257.0,0.0,5701.0,0.0,0.0,0.0,5701.0,1270.0,WI,7,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0WI07127,"CHURCH, JASON",C,2,REP,808622.16,0.0,807999.69,0.0,0.0,622.47,0.0,0.0,0.0,0.0,0.0,0.0,752293.29,WI,7,,,,,,56300.0,0.0,06/30/2020,53855.44,0.0
H0WI08125,"STUCK, AMANDA",C,1,DEM,142420.16,0.0,121059.16,0.0,0.0,21361.0,0.0,0.0,0.0,0.0,0.0,0.0,133855.86,WI,8,,,,,,8564.3,0.0,03/31/2020,0.0,0.0
H6WI08163,"NELSON, TOM",O,1,DEM,0.0,0.0,275.5,0.0,49908.44,49632.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WI,8,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8WI08045,"LIEGEOIS, BEAU",C,1,DEM,4944.65,0.0,19438.45,0.0,14493.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WI,8,,,,,,0.0,0.0,10/05/2019,0.0,0.0
H6WI08155,"GALLAGHER, MICHAEL JOHN",I,2,REP,2058532.61,159407.71,815599.73,0.0,808257.5,2051190.38,0.0,0.0,0.0,0.0,0.0,0.0,1396421.09,WI,8,,,,,,487150.0,0.0,03/31/2020,30667.16,6600.0
H0WV01114,"CLINE, NATALIE MS.",C,1,DEM,35289.17,0.0,27715.16,0.0,0.0,7374.01,2820.0,0.0,0.0,0.0,0.0,0.0,32469.17,WV,1,,,,,,0.0,0.0,05/20/2020,0.0,0.0
H8WV01067,"BAXTER, RALPH",C,1,DEM,0.0,0.0,3747.0,0.0,16929.0,13182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WV,1,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H8WV01075,"FERSHEE, KENDRA JEAN HUARD",C,1,DEM,2165.17,0.0,9001.54,0.0,6836.37,0.0,0.0,0.0,0.0,1457.92,0.0,5088.43,551.0,WV,1,,,,,,0.0,0.0,01/31/2019,0.0,0.0
H0WV01072,"MCKINLEY, DAVID B. MR.",I,2,REP,665615.75,0.0,495907.73,0.0,386465.14,556173.16,0.0,0.0,0.0,0.0,0.0,315000.0,174663.75,WV,1,,,,,,490877.0,0.0,05/20/2020,1800.0,0.0
H0WV02104,"HUNT, MARK ALLEN",C,1,DEM,0.0,0.0,0.0,0.0,47885.61,47885.61,0.0,0.0,0.0,0.0,0.0,284900.0,0.0,WV,2,,,,,,0.0,0.0,06/30/2019,0.0,0.0
H0WV02179,"KUNKEL, CATHERINE",C,1,DEM,316404.73,0.0,146778.33,0.0,0.0,169626.4,1217.99,0.0,0.0,0.0,0.0,0.0,314186.74,WV,2,,,,,,1000.0,0.0,06/30/2020,0.0,0.0
H4WV02106,"POORE, MESHEA",O,1,DEM,0.0,0.0,0.0,0.0,-1095.73,-1095.73,0.0,0.0,0.0,0.0,0.0,19015.47,0.0,WV,2,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8WV02073,"UNGER, JOHN R II",C,1,DEM,79.87,0.0,0.0,0.0,47675.15,47755.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WV,2,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H8WV02107,"SCHEINBERG, AARON",C,1,DEM,4000.0,0.0,65767.35,0.0,61767.35,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,WV,2,,,,,,4000.0,0.0,02/07/2019,60051.85,0.0
H8WV02115,"SERGENT, TALLEY",C,1,DEM,0.0,0.0,13327.57,0.0,21407.45,8079.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WV,2,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0WV02187,"HAHN, MATTHEW ABNER MD",C,2,REP,14710.0,0.0,11388.08,0.0,0.0,3188.92,1200.0,0.0,0.0,0.0,0.0,0.0,13510.0,WV,2,,,,,,0.0,0.0,05/20/2020,0.0,0.0
H4WV02080,"MOONEY, ALEXANDER XAVIER",I,2,REP,1254135.62,121608.58,372608.68,0.0,1014533.15,1896060.09,0.0,0.0,0.0,0.0,0.0,0.0,749526.95,WV,2,,,,,,369795.0,5000.0,05/20/2020,0.0,0.0
H4WV02122,"REED, KENNETH RAY",O,2,REP,0.0,0.0,0.0,0.0,338.75,338.75,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,WV,2,,,,,,0.0,0.0,06/30/2020,0.0,0.0
H0WV03144,"WATSON, EUGENE LACY",C,1,DEM,160.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,WV,3,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H0WV03151,"TURNER, HILARY",C,1,DEM,15922.52,0.0,14394.85,0.0,0.0,1527.67,59.13,0.0,0.0,0.0,0.0,1083.03,15863.39,WV,3,,,,,,0.0,0.0,05/20/2020,0.0,0.0
H0WV03177,"DAVIS, PAUL E",C,1,DEM,8882.61,0.0,7781.23,0.0,0.0,542.77,3999.0,0.0,0.0,0.0,0.0,0.0,4883.61,WV,3,,,,,,0.0,0.0,05/20/2020,0.0,0.0
H8WV03048,"OJEDA, RICHARD NEECE SENATOR II",O,1,DEM,15865.49,0.0,22788.67,9431.71,6923.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WV,3,,,,,,0.0,0.0,12/31/2019,500.0,0.0
H8WV03089,"WILLIAMS, STEVE",O,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WV,3,,,,,,0.0,0.0,03/31/2019,0.0,0.0
H4WV03070,"JENKINS, EVAN H",I,2,REP,600.0,0.0,3116.55,0.0,2536.81,20.26,0.0,600.0,0.0,0.0,0.0,600.0,0.0,WV,3,,,,,,0.0,0.0,03/31/2020,0.0,-2300.0
H8WV03097,"MILLER, CAROL DEVINE",I,2,REP,559125.36,25556.0,382459.09,0.0,18592.65,195258.92,0.0,0.0,0.0,5400.0,0.0,455599.36,204699.07,WV,3,,,,,,326095.0,0.0,05/20/2020,21200.0,5000.0
H8WV03105,"LUCAS, CONRAD G. MR. II",O,2,REP,0.0,0.0,10.0,0.0,674.85,664.85,0.0,0.0,0.0,0.0,0.0,275007.41,0.0,WV,3,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H0WY01028,"BEACH, CARL",C,1,DEM,811.4,0.0,303.2,0.0,0.0,508.2,0.0,0.0,0.0,0.0,0.0,0.0,811.4,WY,0,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H8WY01062,"HUNTER, GREG",C,1,DEM,1000.0,0.0,946.9,0.0,380.18,433.28,0.0,1000.0,0.0,0.0,0.0,40294.91,0.0,WY,0,,,,,,0.0,0.0,03/31/2020,0.0,0.0
H6WY00159,"CHENEY, ELIZABETH MRS.",I,2,REP,1966486.76,421759.88,1645373.39,5000.0,209850.59,530963.96,0.0,0.0,0.0,0.0,0.0,70000.0,816518.75,WY,0,,,,,,726840.0,0.0,03/31/2020,0.0,5000.0
H8WY00148,"LUMMIS, CYNTHIA MARIE",I,2,REP,1303418.56,0.0,414279.25,0.0,148475.47,1037614.78,0.0,590500.0,0.0,0.0,0.0,590500.0,582943.06,WY,0,,,,,,129975.5,0.0,03/31/2020,0.0,0.0
H8WY01070,"STANLEY, BLAKE",C,2,REP,1280.38,0.0,2454.21,0.0,989.05,184.78,1280.38,0.0,0.0,0.0,0.0,0.0,0.0,WY,0,,,,,,0.0,0.0,12/31/2019,0.0,0.0
H2WY00133,"CUMMINGS, DANIEL CLYDE",C,3,CON,0.0,0.0,102.91,0.0,969.22,866.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WY,0,,,,,,0.0,0.0,03/31/2019,0.0,0.0
P00003392,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",O,1,DEM,166598.99,0.0,292710.86,0.0,615474.38,489362.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,03/31/2020,0.0,0.0
P00005868,"GREENE, ROSALIND FRANCINA",C,1,DEM,0.0,0.0,0.0,0.0,254.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,06/30/2019,0.0,0.0
P00005942,"WIAND, FRED",C,1,DEM,15040.27,0.0,12583.27,0.0,2655.0,5112.3,0.0,13941.27,0.0,0.0,0.0,25198.58,1099.0,00,0,,,,,,0.0,0.0,09/30/2019,50.0,0.0
P00006171,"CLIFTON, TIRELL ALEXANDER MAXWELL REV.",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,09/30/2019,0.0,0.0
P00006197,"WASHINGTON, JOHN III",C,1,DEM,5000.0,0.0,1500.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,00,0,,,,,,0.0,0.0,02/29/2020,0.0,0.0
P00006213,"DELANEY, JOHN K.",C,1,DEM,23292930.01,0.0,23540774.52,0.0,268248.08,20403.57,1089076.55,20665000.0,0.0,15000000.0,0.0,1493250.0,1306246.63,00,0,,,,,,2000.0,0.0,05/31/2020,61875.89,0.0
P00006296,"ANTHONY, NAKIA LACQUERS",C,1,DEM,6363.0,0.0,0.0,0.0,500.0,6363.0,0.0,0.0,0.0,0.0,0.0,0.0,4272.0,00,0,,,,,,0.0,0.0,01/15/2020,0.0,0.0
P00006486,"YANG, ANDREW MR.",C,1,DEM,41148908.46,0.0,40678153.67,0.0,44310.51,604060.53,6000.0,0.0,0.0,48000.0,0.0,2010.0,40539080.63,00,0,,,,,,4345.64,0.0,03/31/2020,2166344.45,0.0
P00006981,"FARBER, RYAN ANDREW",C,1,DEM,456.0,0.0,630.0,0.0,336.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,00,0,,,,,,0.0,0.0,04/15/2019,0.0,0.0
P00007179,"FORSMAN, CATHERINE ANNE",C,1,DEM,1926.02,0.0,1926.02,0.0,0.0,0.0,1443.42,0.0,300.0,300.0,0.0,0.0,169.6,00,0,,,,,,0.0,0.0,12/31/2019,0.0,0.0
P00008003,"SMITH, SHARMIN LYNN",C,1,DEM,6294.8,0.0,6294.8,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,6294.8,00,0,,,,,,0.0,0.0,03/31/2019,0.0,0.0
P00008102,"VON BEVERN, RYAN NICHOLAS",C,1,DEM,2160.74,0.0,2287.72,0.0,335.07,208.09,1900.0,0.0,0.0,0.0,0.0,0.0,260.86,00,0,,,,,,0.0,0.0,12/31/2019,0.0,0.0
P00008193,"AHN, SHINAE MS",C,1,DEM,500.0,0.0,0.0,0.0,0.0,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,00,0,,,,,,0.0,0.0,03/31/2020,0.0,0.0
P00008532,"BRADFORD, DAPHNE DENISE",C,1,DEM,59.0,0.0,0.0,0.0,4238.07,4297.07,0.0,0.0,0.0,0.0,0.0,0.0,59.0,00,0,,,,,,0.0,0.0,12/31/2019,0.0,0.0
P00008565,"HOWE, ALAN",C,1,DEM,18697.47,0.0,17902.92,0.0,331.52,101.07,15041.34,0.0,0.0,0.0,0.0,0.0,3656.13,00,0,,,,,,0.0,0.0,12/31/2019,0.0,0.0
P00008573,"SIMPSON, GLENN SCOTT ALLISTAIR MR.",C,1,DEM,0.0,0.0,11074.0,0.0,-6528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,03/31/2020,0.0,0.0
P00008763,"OJEDA, RICHARD NEECE II",C,1,DEM,20347.63,0.0,30749.34,0.0,12372.95,1971.24,0.0,0.0,0.0,0.0,0.0,44372.93,20346.16,00,0,,,,,,0.0,0.0,05/31/2020,6084.69,0.0
P00008946,"POWERS, CHRISTIN NOEL MS.",C,1,DEM,212930.2,0.0,162706.2,0.0,100.0,65015.0,212193.2,0.0,0.0,0.0,0.0,0.0,737.0,00,0,,,,,,0.0,0.0,06/30/2020,0.0,0.0
P00009183,"GABBARD, TULSI",C,1,DEM,15220376.9,2500000.0,14995997.76,526000.0,0.0,224379.14,75.0,0.0,0.0,0.0,0.0,0.0,12444107.75,00,0,,,,,,1000.0,0.0,05/31/2020,494612.61,0.0
P00009225,"SENEY, RAYMOND J",C,1,DEM,2939.89,0.0,2604.69,0.0,0.0,335.2,1039.89,1800.0,0.0,0.0,0.0,1800.0,100.0,00,0,,,,,,0.0,0.0,06/30/2020,0.0,0.0
P00009290,"GILLIBRAND, KIRSTEN",C,1,DEM,15951207.82,9600000.0,14493440.93,0.0,0.0,1457766.89,77.76,0.0,0.0,0.0,0.0,0.0,6278789.63,00,0,,,,,,6925.0,0.0,05/31/2020,79763.53,0.0
P00009423,"HARRIS, KAMALA D.",C,1,DEM,41077632.15,1318217.88,40741479.46,38000.0,0.0,336152.69,0.0,0.0,0.0,0.0,0.0,1070013.92,39259853.43,00,0,,,,,,91545.12,0.0,03/31/2020,942323.93,845.0
P00009456,"WILSON, KURTIS KING MR",C,1,DEM,2800.0,0.0,2800.0,0.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,12/31/2019,0.0,0.0
P00009514,"BITTAY-D'INTINO, CARRIE RN",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,03/31/2019,0.0,0.0
P00009621,"WARREN, ELIZABETH",C,1,DEM,128442944.4,10415000.0,123908764.44,0.0,0.0,4534179.96,5777.5,400000.0,0.0,400000.0,0.0,1295995.55,115863061.36,00,0,,,,,,2159.93,0.0,03/31/2020,727176.97,36.0
P00009795,"BOOKER, CORY A.",C,1,DEM,26023615.88,2725000.0,25897337.03,217756.03,0.0,126278.85,0.0,0.0,0.0,0.0,0.0,840632.21,22780235.91,00,0,,,,,,163929.94,0.0,04/30/2020,481006.32,15850.0
P00009910,"WILLIAMSON, MARIANNE",C,1,DEM,8223877.11,0.0,8204582.23,0.0,0.0,19294.88,0.0,0.0,0.0,0.0,0.0,215119.68,8213166.48,00,0,,,,,,0.0,0.0,05/31/2020,308890.23,0.0
P00010108,"LEFFERT, AKIVA",C,1,DEM,1073.83,0.0,94.74,0.0,0.0,979.09,0.0,0.0,0.0,0.0,0.0,0.0,1073.83,00,0,,,,,,0.0,0.0,03/31/2020,0.0,0.0
P00010272,"MASON DO (RET), DR. JOHN CHRISTIPHER",C,1,DEM,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,12/31/2019,0.0,0.0
P00010454,"INSLEE, JAY R",C,1,DEM,6942574.55,0.0,6896450.21,0.0,0.0,46124.34,0.0,0.0,0.0,0.0,0.0,0.0,6911292.42,00,0,,,,,,4700.0,0.0,06/30/2020,475460.46,0.0
P00010520,"HICKENLOOPER, JOHN W.",C,1,DEM,3509495.14,0.0,3509495.14,0.0,0.0,0.0,32800.0,75000.0,0.0,1473.61,0.0,0.0,3352659.26,00,0,,,,,,4652.98,0.0,06/30/2020,167281.59,0.0
P00010587,"PIERCE, MARK ALLAN",C,1,DEM,17756.75,0.0,10950.66,0.0,1000.0,7112.67,11620.7,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,74.91,12/31/2019,0.0,0.0
P00010793,"O'ROURKE, ROBERT BETO",C,1,DEM,684485.11,21007.7,929658.67,0.0,284815.77,39642.21,0.0,0.0,0.0,0.0,0.0,0.0,2285.0,00,0,,,,,,0.0,0.0,03/31/2020,203785.18,1505.0
P00010827,"MESSAM, WAYNE MARTIN",C,1,DEM,126917.87,0.0,126917.87,0.0,0.0,0.0,2600.0,0.0,0.0,0.0,0.0,81875.5,124317.87,00,0,,,,,,0.0,0.0,01/31/2020,0.0,0.0
P00011254,"GRAVEL, MAURICE ROBERT",C,1,DEM,330059.27,0.0,249479.94,0.0,0.0,2544.35,0.0,0.0,0.0,0.0,0.0,0.0,330059.27,00,0,,,,,,0.0,0.0,03/31/2020,1313.35,0.0
P00011312,"SWALWELL, ERIC MICHAEL",C,1,DEM,2604856.44,1700000.0,2604856.44,33745.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892372.51,00,0,,,,,,500.0,0.0,12/31/2019,45100.44,0.0
P00011338,"RYAN, TIMOTHY J.",C,1,DEM,1341246.39,0.0,1340942.63,23179.05,0.0,303.76,0.0,0.0,0.0,0.0,0.0,0.0,1285074.27,00,0,,,,,,55606.18,0.0,01/01/2020,21608.4,500.0
P00011726,"GLEIBERMAN, BEN",C,1,DEM,69552.77,0.0,68719.68,0.0,467.0,1300.09,9000.0,0.0,0.0,0.0,0.0,0.0,60552.77,00,0,,,,,,0.0,0.0,04/02/2020,0.0,0.0
P00011759,"VOGEL-WALCUTT, JENNIFER",C,1,DEM,45763.0,0.0,45763.0,0.0,0.0,0.0,0.0,28700.0,0.0,284.9,0.0,28700.0,17063.0,00,0,,,,,,0.0,0.0,01/31/2020,0.0,0.0
P00011791,"HOROWITZ, AMI",C,1,DEM,56859.22,0.0,56859.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56858.22,00,0,,,,,,0.0,0.0,07/31/2019,504.0,0.0
P00011833,"BENNET, MICHAEL F.",C,1,DEM,7515875.42,700000.0,7505202.61,55401.46,0.0,10672.81,2800.0,0.0,0.0,0.0,0.0,0.0,6795438.42,00,0,,,,,,4807.0,0.0,05/31/2020,107532.8,0.0
P00011866,"MOULTON, SETH",C,1,DEM,2295193.65,697918.5,2290945.1,295988.63,0.0,4248.55,0.0,40000.0,0.0,0.0,0.0,215231.19,1498920.66,00,0,,,,,,0.0,0.0,05/31/2020,67642.13,0.0
P00011999,"BULLOCK, STEVE",C,1,DEM,5657893.29,0.0,5657893.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5489635.25,00,0,,,,,,2100.0,5000.0,06/24/2020,304304.7,0.0
P00012054,"DE BLASIO, BILL",C,1,DEM,1423278.97,0.0,1418001.53,0.0,0.0,5277.44,0.0,0.0,0.0,0.0,0.0,125858.4,1423239.82,00,0,,,,,,0.0,0.0,05/31/2020,31192.0,0.0
P00012146,"NEWNAN, BRIAN DEAN",C,1,DEM,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,06/30/2019,1.0,0.0
P00012427,"MCINNIS, CHARLETA",C,1,DEM,20262.39,0.0,16594.55,0.0,0.0,-3709.57,0.0,18640.39,0.0,0.0,0.0,144.29,1622.0,00,0,,,,,,0.0,0.0,06/30/2020,0.0,0.0
P00012435,"RUSSELL, CLINE 372867130504006 MR",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,07/05/2019,0.0,0.0
P00012567,"SESTAK, JOSEPH A JR",C,1,DEM,449344.58,0.0,445767.92,0.0,0.0,3576.66,2800.0,0.0,0.0,0.0,0.0,0.0,440126.63,00,0,,,,,,5103.0,0.0,12/31/2019,25263.19,0.0
P00012716,"STEYER, TOM",C,1,DEM,351918234.23,0.0,351303464.52,0.0,0.0,614886.89,317964975.92,23811360.38,0.0,0.0,0.0,24000.0,3719360.85,00,0,,,,,,0.0,0.0,05/31/2020,283862.93,0.0
P00013201,"BOYD, MOSEMARIE DORA (""MOSIE"")",C,1,DEM,20106.38,0.0,19937.41,0.0,0.0,168.97,13374.49,0.0,0.0,0.0,0.0,0.0,5607.43,00,0,,,,,,401.86,0.0,03/31/2020,332.0,0.0
P00013664,"GUNTER, JOHN CLYDE",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,09/30/2019,0.0,0.0
P00013904,"HOWARD, ADRIENNE",C,1,DEM,533.53,0.0,0.0,0.0,545.0,18.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,10/20/2019,0.0,0.0
P00014530,"BLOOMBERG, MICHAEL R.",C,1,DEM,1108928200.42,0.0,1108475773.49,0.0,0.0,452426.93,1081550004.59,0.0,0.0,0.0,0.0,1491561.55,912880.34,00,0,,,,,,0.0,0.0,05/31/2020,0.0,0.0
P00014613,"DE LA FUENTE, ROQUE III",C,1,DEM,7250.0,0.0,7250.0,0.0,0.0,0.0,0.0,7250.0,0.0,0.0,0.0,7250.0,0.0,00,0,,,,,,0.0,0.0,03/31/2020,0.0,0.0
P00014910,"WELCH, PAUL LENHART",C,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,05/31/2020,0.0,0.0
P00015669,"HALL, ELLA REE",C,1,DEM,5398.86,0.0,5398.86,0.0,0.0,0.0,5398.86,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,03/20/2020,0.0,0.0
P20004347,"ELY, BOB (ROBERT MOULTON-ELY)",C,1,DEM,55024.11,0.0,53027.09,0.0,0.0,1997.02,4523.95,50000.0,0.0,0.0,0.0,50000.0,0.0,00,0,,,,,,0.0,0.0,03/31/2020,0.0,0.0
P20005229,"SHREFFLER, DOUG (I)",C,1,DEM,184987.55,0.0,193987.55,0.0,0.0,184987.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,06/30/2020,0.0,0.0
P40002214,"DEAN, HOWARD",C,1,DEM,14.48,0.0,36899.13,0.0,36884.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,06/30/2019,0.0,0.0
P40002347,"EDWARDS, JOHN",O,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331586.46,0.0,00,0,,,,,,0.0,0.0,03/31/2020,0.0,0.0
P40002404,"SHARPTON, REV ALFRED C",C,1,DEM,0.0,0.0,0.0,0.0,-11636.54,-11636.54,0.0,0.0,0.0,0.0,0.0,925713.78,0.0,00,0,,,,,,0.0,0.0,03/31/2020,0.0,0.0
P60000452,"LAROUCHE, LYNDON H JR",C,1,DEM,0.0,0.0,50.0,0.0,11475.42,11425.42,0.0,0.0,0.0,0.0,0.0,3231439.72,0.0,00,0,,,,,,0.0,0.0,06/30/2020,0.0,0.0
P60006244,"QUARTEY, MARY AKU",C,1,DEM,20000.0,0.0,0.0,0.0,200.0,80000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,07/21/2019,0.0,0.0
P60007168,"SANDERS, BERNARD",C,1,DEM,218174099.56,12701500.0,215510366.99,4601500.0,4743726.76,7408270.35,0.0,0.0,0.0,0.0,0.0,0.0,202554481.73,00,0,,,,,,14702.52,0.0,05/31/2020,4379342.09,0.0
P60007671,"O'MALLEY, MARTIN JOSEPH",O,1,DEM,0.0,0.0,6297.0,0.0,6297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,0.0,0.0,01/28/2019,0.0,0.0
P60021508,"GREENSTEIN, MARK",C,1,DEM,2400.0,0.0,7625.68,0.0,0.0,-5225.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00,0,,,,,,2400.0,0.0,03/31/2020,0.0,0.0
P80000268,"CARTER, WILLIE FELIX",C,1,DEM,4254.82,0.0,4042.18,0.0,43.68,196.98,3967.77,0.0,0.0,0.0,0.0,1250.0,273.05,00,0,,,,,,0.0,0.0,06/30/2020,0.0,0.0
P80000722,"BIDEN, JOSEPH R JR",C,1,DEM,215438068.34,0.0,133009615.49,0.0,0.0,82428452.85,0.0,0.0,0.0,0.0,0.0,0.0,214900356.52,00,0,,,,,,216071.29,500.0,05/31/2020,4026399.84,2230.84
P80003916,MICHEL ANISSA POWELL DR,C,1,DEM,5855950.0,50000.0,1100048.0,50484.0,32708.0,33000000.0,2032708.0,1000000.0,1001050.0,1000484.0,1050.0,0.0,34034850.0,00,0,,,,,,1081708.0,3100000.0,01/31/2020,0.0,0.0
P80004765,"HEWES, HENRY",C,1,DEM,407688.06,0.0,391937.38,0.0,0.0,-380765.96,1.0,407623.06,0.0,376465.0,0.0,0.0,64.0,00,0,,,,,,0.0,0.0,12/31/2019,0.0,0.0
P80006117,"KLOBUCHAR, AMY J.",C,1,DEM,53957026.25,3575275.0,51675389.94,0.0,0.0,2281636.31,0.0,0.0,0.0,0.0,0.0,0.0,49878772.9,00,0,,,,,,16826.48,0.0,03/31/2020,704148.93,1125.0
P00003608,"CAIN, HERMAN",C,2,REP,0.0,0.0,75.0,0.0,332.61,257.61,0.0,0.0,0.0,0.0,0.0,19799.47,0.0,00,0,,,,,,0.0,0.0,03/31/2020,0.0,0.0
P00004861,"BICKELMEYER, MICHAEL",C,2,REP,485.0,0.0,238.0,0.0,30.0,57.42,460.0,0.0,0.0,0.0,0.0,0.0,25.0,00,0,,,,,,0.0,0.0,04/01/2020,0.0,0.0
P00005439,"COLLINS, JOE EDWARD III",C,2,REP,235000.0,0.0,236700.0,0.0,1700.0,0.0,50000.0,150000.0,0.0,153255.59,0.0,0.0,35000.0,00,0,,,,,,0.0,0.0,05/09/2019,35000.0,0.0
P00006528,"HERZ, DAVID RAPHAEL MR.",C,2,REP,150.0,0.0,270.0,0.0,240.0,120.0,150.0,0.0,0.0,0.0,0.0,300.0,0.0,00,0,,,,,,0.0,0.0,06/30/2020,0.0,0.0
P00006890,"SAJNA, CYRUS MR.",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,0.0,00,0,,,,,,0.0,0.0,10/31/2019,0.0,0.0
